"","plot","latitude","longitude","area","subsamples","area_m2","Last_fire_y_ago","collection_date","biome","nativeness","warning","delta15N","N_conc_g_kg","P_conc_mg_kg","abund","richness","mold_Eurotiales_Abundance","mold_Mortierellales_Abundance","mold_Mucorales_Abundance","mold_Trichoderma_Abundance","mold_Umbelopsidales_Abundance","lat","lon","sample_name","study_id","raster_value","adiv_richness_new","adiv_chao1_new","adiv_shannon_new","subtype","value"
"497","G4135",58.4,22.89,"Estonia:Tõniste",40,"2500","100","2015-05-10","forest: temperate broadleaf forest biome","","","3.381086245","3.012864587","33.88601626",3216,601,0.186567164,4.384328358,0.031094527,0.155472637,0.031094527,58.4,22.89,"G4135","G",28966,394,561.011764705882,4.91718249928789,"broadleaf",4.91718249928789
"498","G4137",38.88,-78.21,"USA:VA:Shenandoah",40,"2500","100","2015-05-18","forest: temperate broadleaf forest biome","","","0.669105387","6.448570891","24.84306847",6407,2128,14.39051038,2.871858904,0.483845794,0.920867801,2.731387545,38.88,-78.21,"G4137","G",25570,791,1702.22377622378,5.81436078351174,"broadleaf",5.81436078351174
"499","G4139",39.47,-78.16,"USA:WV:Sleepy Creek",40,"2500","100","2015-05-18","forest: temperate broadleaf forest biome","","","1.810687907","14.03281674","17.27819549",6633,1383,9.799487411,3.708729082,0.361827227,1.01010101,4.296698327,39.47,-78.16,"G4139","G",28572,637,1051.60431654676,5.64944337748106,"broadleaf",5.64944337748106
"500","G4141",39.94,-77.87,"USA:PA:Fort Loudon",40,"2500","100","2015-05-18","forest: temperate broadleaf forest biome","","molds_above_5SD_median","0.890382529","6.569643184","33.05397234",8295,1700,65.75045208,0.66305003,0.397830018,0.518384569,4.122965642,39.94,-77.87,"G4141","G",26474,567,1325.21428571429,4.31884978063874,"broadleaf",4.31884978063874
"501","G4142",39.9,-77.48,"USA:PA:Caledonia State Park",40,"2500","100","2015-05-18","forest: temperate broadleaf forest biome","","","2.064339456","4.760028828","23.36019695",5520,808,44.61956522,1.793478261,0.108695652,1.630434783,3.731884058,39.9,-77.48,"G4142","G",26890,361,566.317073170732,4.14998797353721,"broadleaf",4.14998797353721
"502","G4143",40.78,-76.13,"USA:PA:Locust Lake",40,"2500","100","2015-05-19","forest: temperate broadleaf forest biome","","","1.007077215","9.136083745","21.98686489",9742,2034,2.504619175,4.701293369,0.215561486,4.413878054,4.547320879,40.78,-76.13,"G4143","G",27613,677,1777.30769230769,5.66361538107131,"broadleaf",5.66361538107131
"503","G4144",41.42,-75.53,"USA:PA:Dick & Nancy Eales Preserve",40,"2500","100","2015-05-19","forest: temperate broadleaf forest biome","","","1.502600362","9.725652231","32.84668118",10419,1284,9.089164027,2.101929168,0.230348402,3.349649678,6.037047701,41.42,-75.53,"G4144","G",23314,455,856.170731707317,4.75165902777638,"broadleaf",4.75165902777638
"504","G4145",41.3,-75.2,"USA:PA:Promised Land conservation island",40,"2500","100","2015-05-19","forest: temperate broadleaf forest biome","","","1.689539739","10.37535893","32.01304501",7602,1277,1.144435675,9.405419626,0.144698763,2.328334649,0.552486188,41.3,-75.2,"G4145","G",23162,578,946.128205128205,5.61249813868783,"broadleaf",5.61249813868783
"505","G4146",41.32,-74.66,"USA:NJ:High Point State Park",40,"2500","100","2015-05-19","forest: temperate broadleaf forest biome","","","0.172186877","19.16172975","203.7328733",7496,1878,43.34311633,1.414087513,0.120064034,0.240128068,1.627534685,41.32,-74.66,"G4146","G",29683,706,1576.488,5.37773910884743,"broadleaf",5.37773910884743
"506","G4147",42.18,-74.2,"USA:NY:Tannersville",40,"2500","100","2015-05-19","forest: temperate broadleaf forest biome","","","2.636200488","7.511540916","29.07558016",7017,1781,0.655550805,5.81445062,0.25651988,1.653128117,0.66980191,42.18,-74.2,"G4147","G",27032,708,1403.5,5.6989120642654,"broadleaf",5.6989120642654
"507","G4148",42.87,-73.02,"USA:VT:George Aiken Wilderness",40,"2500","100","2015-05-20","forest: temperate broadleaf forest biome","","","1.645966422","18.81090229","120.6648442",11910,1231,0.848026868,5.398824517,0.050377834,3.602015113,0.293870697,42.87,-73.02,"G4148","G",26397,491,868.776595744681,5.10195725510469,"broadleaf",5.10195725510469
"508","G4149",42.86,-72.52,"USA:NH:Madame Sherri Reserve",40,"2500","100","2015-05-20","forest: temperate coniferous forest biome","","","2.638026371","8.344135282","36.47348643",3503,1032,0.314016557,4.367684842,0.057093919,5.538110191,1.398801028,42.86,-72.52,"G4149","G",26188,596,958.729508196721,5.63693915217677,"coniferous",5.63693915217677
"509","G4150",42.49,-72.23,"USA:MA:Harvard Forest",40,"2500","100","2015-05-20","forest: temperate coniferous forest biome","","","1.371955199","11.1595603","30.08864611",6353,1588,0.56666142,6.390681568,0.141665355,2.329608059,2.266645679,42.49,-72.23,"G4150","G",27008,647,1178.17518248175,5.47037711923306,"coniferous",5.47037711923306
"510","G4151",42.52,-71.63,"USA:MA:Devens",40,"2500","100","2015-05-20","forest: temperate broadleaf forest biome","","","2.457460114","5.304093797","5.033396049",3562,1232,0.112296463,12.60527793,0.224592925,0.561482313,0.112296463,42.52,-71.63,"G4151","G",30115,691,1197.48322147651,5.74820267647556,"broadleaf",5.74820267647556
"511","G4159",58.32,25.52,"Estonia:Heimtali",40,"2500","100","2015-05-31","forest: temperate broadleaf forest biome","","","-0.030011136","0.534295278","10.94176301",2090,520,0.23923445,6.794258373,0,0.43062201,0.28708134,58.32,25.52,"G4159","G",28006,414,511.132075471698,5.0415017497009,"broadleaf",5.0415017497009
"512","G4165",58.27,25.68,"Estonia:Tömbi",40,"2500","100","2015-05-31","forest: temperate broadleaf forest biome","","","4.319957827","3.214640668","110.2710481",2478,577,0.08071025,6.941081517,0.040355125,0.121065375,0,58.27,25.68,"G4165","G",27663,417,594,5.1009899104329,"broadleaf",5.1009899104329
"513","G4168",58.97,26.94,"Estonia:Vadi",40,"2500","100","2015-06-02","forest: temperate coniferous forest biome","","","1.166518369","11.78145966","22.08278146",2060,849,0.291262136,14.5631068,0.242718447,0.339805825,0.72815534,58.97,26.94,"G4168","G",29101,611,809.883116883117,5.851603640652,"coniferous",5.851603640652
"514","G4174",57.86,25.88,"Estonia:Pedeli jõgi",40,"2500","100","2015-06-07","forest: temperate coniferous forest biome","","","-0.538245257","16.26541119","84.76357504",2802,792,0.606709493,23.34047109,0.249821556,0.785153462,7.67309065,57.86,25.88,"G4174","G",24821,502,780.446601941748,5.21769363022952,"coniferous",5.21769363022952
"515","G4176",57.96,25.71,"Estonia:Holdre",40,"2500","100","2015-06-07","forest: temperate broadleaf forest biome","","","-0.652341233","7.866269918","14.78724509",2291,683,0.218245308,9.03535574,0.218245308,0.305543431,11.21780882,57.96,25.71,"G4176","G",29379,498,672.561403508772,5.43350446455804,"broadleaf",5.43350446455804
"516","G4182",58.09,27.56,"Estonia:Beresje",20,"2500","100","2015-06-13","forest: temperate broadleaf forest biome","","","5.318971229","6.570972771","70.2892168",3886,899,0.334534225,14.92537313,0.205867216,0.540401441,0.437467833,58.09,27.56,"G4182","G",28415,523,774.478260869565,5.4549985512779,"broadleaf",5.4549985512779
"517","G4186",57.69,27.36,"Estonia:Viitka",40,"2500","100","2015-06-14","forest: temperate coniferous forest biome","","","-2.01903679","8.277336799","44.24801932",2271,837,0.308234258,13.65037428,0.132100396,0.704535447,5.239982387,57.69,27.36,"G4186","G",27031,582,791.791366906475,5.70759980713506,"coniferous",5.70759980713506
"518","G4193",58.71,25.91,"Estonia:Pajusi",40,"2500","100","2015-06-17","forest: temperate coniferous forest biome","","","3.259691864","16.00013288","60.93452416",2051,483,0.195026816,4.388103364,0.146270112,0.24378352,0,58.71,25.91,"G4193","G",27699,369,460.879518072289,5.00204113654514,"coniferous",5.00204113654514
"519","G4194",58.69,25.95,"Estonia:Mällikvere",40,"2500","100","2015-06-17","forest: temperate broadleaf forest biome","","","-1.375180327","3.402171557","19.45106383",2139,643,0.841514727,10.14492754,0.046750818,0.420757363,1.168770453,58.69,25.95,"G4194","G",27228,455,602.06,5.42552670403339,"broadleaf",5.42552670403339
"520","G4195",58.66,26.08,"Estonia:Lustivere",40,"2500","100","2015-06-17","woodland: woodland: temperate woodland biome","","","2.738733691","3.227223861","22.13962205",2060,645,0.582524272,5.72815534,0.339805825,0.048543689,0.097087379,58.66,26.08,"G4195","G",26903,455,594.071428571429,5.32193528034666,"forest",5.32193528034666
"521","G4199",58.46,24.78,"Estonia:Raudivälja",40,"2500","100","2015-06-21","forest: temperate broadleaf forest biome","","","1.571904936","4.099836163","27.13682078",2093,819,1.433349259,4.491161013,0.430004778,0.238891543,5.016722408,58.46,24.78,"G4199","G",27826,599,777.5,5.76647054442832,"broadleaf",5.76647054442832
"522","G4202",59.51,24.82,"Estonia:Viimsi",40,"2500","100","2015-06-22","forest: temperate broadleaf forest biome","","","2.904307927","17.25524465","58.99086957",2541,800,0.196772924,20.07083825,0.157418339,0.787091696,0.157418339,59.51,24.82,"G4202","G",29379,526,769.318584070796,5.52520116066512,"broadleaf",5.52520116066512
"523","G4206",59.47,25.47,"Estonia:Sõitme",40,"2500","100","2015-06-23","forest: temperate broadleaf forest biome","","","0.9866551","8.155011292","152.7114808",2735,738,0.255941499,4.49725777,0.255941499,0.219378428,0.767824497,59.47,25.47,"G4206","G",28170,505,698.685950413223,5.36300823740819,"broadleaf",5.36300823740819
"524","G4207",59.49,25.29,"Estonia:Ubari",40,"2500","100","2015-06-23","forest: temperate broadleaf forest biome","","","0.331869958","14.92380639","265.2009935",3318,925,0.210970464,3.164556962,0.512356841,0.120554551,0.452079566,59.49,25.29,"G4207","G",28275,595,897.098360655738,5.68508475679671,"broadleaf",5.68508475679671
"525","G4211",58.82,23.83,"Estonia:Keskvere põllusaar",40,"2500","100","2015-06-24","forest: temperate broadleaf forest biome","","","5.207817924","10.11428241","200.4928767",2661,814,0.563697858,8.530627584,0.112739572,0.225479143,0,58.82,23.83,"G4211","G",28014,540,722.559440559441,5.5005095250022,"broadleaf",5.5005095250022
"526","G4214",58.93,24.18,"Estonia:Laukna puisniit",40,"2500","100","2015-06-24","woodland: woodland: temperate woodland biome","","","0.957638307","2.570594856","2.424802867",2834,713,1.940719831,3.211009174,0.211714891,0.176429076,1.940719831,58.93,24.18,"G4214","G",27251,474,755.284090909091,5.40761328680351,"forest",5.40761328680351
"527","G4215",58.95,24.21,"Estonia:Leevre",40,"2500","100","2015-06-24","forest: temperate coniferous forest biome","","","1.006836082","3.497739852","1.808753463",5147,966,1.593161065,2.486885564,0.116572761,0.427433456,0.330289489,58.95,24.21,"G4215","G",23987,501,754,5.32083111750285,"coniferous",5.32083111750285
"528","G4217",59.47,24.37,"Estonia:Suurupi",40,"2500","100","2015-06-26","forest: temperate broadleaf forest biome","","","1.013088093","21.78703011","186.8163666",4875,89,47.77435897,0.061538462,0,0,0,59.47,24.37,"G4217","G",23791,42,75,1.43234606871909,"broadleaf",1.43234606871909
"529","G4221",59.38,24.04,"Estonia:Paldiski",40,"2500","100","2015-06-26","woodland: woodland: temperate woodland biome","","molds_above_5SD_median","2.875365934","9.559408819","63.46128476",2647,407,65.20589346,0.528900642,0.037778617,0.075557235,0,59.38,24.04,"G4221","G",27988,258,377.107142857143,3.00189384156224,"forest",3.00189384156224
"530","G4221z",59.38,24.04,"Estonia:Paldiski",40,"2500","100","2020-06-23","woodland: woodland: temperate woodland biome","","","2.819038408","7.750612397","63.46128476",13258,1523,0.701463267,1.961080103,0.113139237,0.045255695,0.007542616,59.38,24.04,"G4221z","Gz",27988,427,861.202702702703,4.40084770045084,"forest",4.40084770045084
"531","G4226",58.67,24.48,"Estonia:Libatse",40,"2500","100","2015-06-27","woodland: woodland: temperate woodland biome","","","3.239103228","5.719168623","33.88281859",3027,422,51.30492237,1.057152296,0.132144037,0,0,58.67,24.48,"G4226","G",29331,269,360.369863013699,3.4527026161831,"forest",3.4527026161831
"532","G4227",58.67,24.5,"Estonia:Arase",40,"2500","100","2015-06-27","forest: temperate broadleaf forest biome","","molds_above_5SD_median","0.605390271","4.835732222","9.590730479",2995,377,78.39732888,0.20033389,0,0.20033389,0.667779633,58.67,24.5,"G4227","G",28361,259,338.87323943662,2.65846645508727,"broadleaf",2.65846645508727
"533","G4233",59.1,24.92,"Estonia:Härgla",40,"2500","100","2015-06-29","forest: temperate broadleaf forest biome","","","1.92895949","3.223284149","0.517780939",2222,570,0.900090009,3.01530153,0.090009001,0.0450045,0.630063006,59.1,24.92,"G4233","G",29674,436,575.229166666667,5.27907455447965,"broadleaf",5.27907455447965
"534","G4234",59.05,25.11,"Estonia:Kuimetsa",40,"2500","100","2015-06-29","woodland: woodland: temperate woodland biome","","","3.331250068","2.064023273","44.63893091",2448,759,0.081699346,9.926470588,0.571895425,0.245098039,3.472222222,59.05,25.11,"G4234","G",29283,543,782.086956521739,5.59228779463063,"forest",5.59228779463063
"535","G4235",59.05,25.02,"Estonia:Atla",40,"2500","100","2015-06-29","forest: temperate coniferous forest biome","","","2.723745259","4.964224237","20.82046074",4908,658,0.142624287,6.907090465,0.101874491,0.264873676,0,59.05,25.02,"G4235","G",29062,354,599.564516129032,4.75234636849372,"coniferous",4.75234636849372
"536","G4240",59.17,27.8,"Estonia:Poruni",40,"2500","100","2015-07-04","forest: temperate broadleaf forest biome","","","0.8890283","2.173003826","5.466090868",2686,764,0.260610573,6.738644825,0.074460164,0.446760983,0.409530901,59.17,27.8,"G4240","G",28297,509,686.436974789916,5.48119891957826,"broadleaf",5.48119891957826
"537","G4244",57.76,26.58,"Estonia:Latiku",40,"2500","100","2015-07-05","forest: temperate broadleaf forest biome","","","-1.478397832","3.247283551","11.06966292",2214,711,0.54200542,9.349593496,0.090334237,0.451671183,2.348690154,57.76,26.58,"G4244","G",23824,545,709.024,5.7062148717613,"broadleaf",5.7062148717613
"538","G4246",57.59,26.65,"Estonia:Tundu",40,"2500","100","2015-07-05","forest: temperate broadleaf forest biome","","","0.123271982","3.100067753","23.56904909",3564,835,0.81369248,1.992143659,0.112233446,0.056116723,0.420875421,57.59,26.65,"G4246","G",24723,506,745,5.33268825935699,"broadleaf",5.33268825935699
"539","G4255",58.48,25.46,"Estonia:Jaanioja",40,"2500","100","2015-07-09","forest: temperate broadleaf forest biome","","","2.961037944","6.270204207","19.35667845",5064,1222,0.434439179,12.5,0.118483412,0.118483412,0,58.48,25.46,"G4255","G",29119,637,986.311594202899,5.74940003145749,"broadleaf",5.74940003145749
"540","G4256",58.47,25.55,"Estonia:Sürgavere",40,"2500","100","2015-07-09","forest: temperate broadleaf forest biome","","","3.371493998","4.491715342","76.17709924",2485,557,0.160965795,11.83098592,0.080482897,0.160965795,0.201207243,58.47,25.55,"G4256","G",19940,400,545.691489361702,4.90596063961555,"broadleaf",4.90596063961555
"541","G4259",58.28,27.38,"Estonia:Haavametsa",40,"2500","100","2015-07-11","forest: temperate broadleaf forest biome","","","1.549554071","15.46004351","63.92803748",2228,910,0.538599641,9.694793537,0.089766607,0.359066427,0.044883303,58.28,27.38,"G4259","G",26699,644,852.159509202454,5.97640815097741,"broadleaf",5.97640815097741
"542","G4262",58.1,26.01,"Estonia:Kaubi",40,"1250","100","2015-07-15","forest: temperate broadleaf forest biome","","","5.514358332","1.945079177","213.6146207",2612,726,0.344563553,4.32618683,0.076569678,0.306278714,0.038284839,58.1,26.01,"G4262","G",28206,496,693.416666666667,5.47350074748654,"broadleaf",5.47350074748654
"543","G4265",58.04,25.8,"Estonia:Rubina",40,"2500","100","2015-07-15","forest: temperate broadleaf forest biome","","","-0.274509577","7.498174443","35.71436041",3019,851,0.463729712,11.75886055,0.264988407,1.093077178,1.689301093,58.04,25.8,"G4265","G",29872,558,849.731092436975,5.44867314628021,"broadleaf",5.44867314628021
"544","G4268",59.03,25.64,"Estonia:Sõmeru",40,"2500","100","2015-07-17","forest: temperate broadleaf forest biome","","","1.258478386","5.064074738","16.45729032",2189,659,35.31292828,6.989492919,1.187756967,0.04568296,0.091365921,59.03,25.64,"G4268","G",27094,474,628.194444444444,4.94389731089824,"broadleaf",4.94389731089824
"545","G4273",58.92,25.18,"Estonia:Saunametsa",40,"2500","100","2015-07-17","forest: temperate broadleaf forest biome","","","-0.217043505","7.046314592","79.47614068",3063,756,0.228534117,5.484818805,0.097943193,0.065295462,2.709761672,58.92,25.18,"G4273","G",26832,486,675.358974358974,5.26677926241444,"broadleaf",5.26677926241444
"546","G4274",57.94,27.65,"Estonia:Verhulitsa",40,"2500","100","2015-07-19","forest: temperate broadleaf forest biome","","","1.591498659","2.212001726","73.64952065",2131,579,2.064758329,7.602064758,0.32848428,0.563115908,6.616611919,57.94,27.65,"G4274","G",29807,438,559.194690265487,5.03498765277821,"broadleaf",5.03498765277821
"547","G4275",58.95,23.74,"Estonia:Läänemaa:Taebla",40,"2500","100","2015-07-20","woodland: woodland: temperate woodland biome","","","1.973234332","4.1212981","2.886223663",2378,691,0.756938604,1.766190076,0.210260723,0.252312868,0.588730025,58.95,23.74,"G4275","G",28557,498,685.735849056604,5.47173712012122,"forest",5.47173712012122
"548","G4276",58.93,23.59,"Estonia:Läänemaa:Uuemõisa",40,"2500","100","2015-07-20","woodland: woodland: temperate woodland biome","","","3.912408883","6.773580055","19.18132865",2053,635,0.146127618,3.019970774,0.194836824,0.194836824,0.048709206,58.93,23.59,"G4276","G",26834,486,652.862745098039,5.44319853100024,"forest",5.44319853100024
"549","G4281",58.82,23.07,"Estonia:Hiiumaa:Kaevatsi",40,"2500","100","2015-07-21","shrubland: temperate shrubland biome","","","4.402141337","5.745093417","27.15475862",2101,677,0.095192765,6.711089957,0.237981913,0.523560209,0.047596383,58.82,23.07,"G4281","G",19186,496,640.007692307692,5.28493607556894,"shrubland",5.28493607556894
